index,id,group_id,phase_id,trial_phase,trial_expt,rev_ms,good?
579,6,2,2,27,39,312.686801418284,1
580,6,2,2,28,40,348.824412957375,1
581,6,2,2,29,41,343.945885164449,1
582,6,2,2,30,42,287.809218810117,1
583,6,2,2,31,43,252.442620192471,1
584,6,2,2,32,44,239.314923161141,1
585,6,2,2,33,45,218.914363048868,1
586,6,2,2,34,46,245.864769262706,1
587,6,2,2,35,47,318.193277549964,1
588,6,2,2,36,48,,0
589,6,2,2,37,49,287.353681622198,1
590,6,2,2,38,50,217.113465431876,1
591,6,2,2,39,51,261.824426333675,1
592,6,2,2,40,52,261.529050451645,1
593,6,2,2,41,53,217.32294631831,1
594,6,2,2,42,54,242.995273791047,1
595,6,2,2,43,55,307.408897729239,1
596,6,2,2,44,56,263.646729679959,1
597,6,2,2,45,57,285.208764066183,1
598,6,2,2,46,58,240.800328690365,1
599,6,2,2,47,59,246.365719961002,1
600,6,2,2,48,60,266.664249706819,1
601,6,2,2,49,61,244.955739345896,1
602,6,2,2,50,62,256.408920462145,1
603,6,2,2,51,63,193.409988342101,1
604,6,2,2,52,64,230.234663559945,1
605,6,2,2,53,65,219.641731059648,1
606,6,2,2,54,66,194.443598024574,1
607,6,2,2,55,67,194.050980753542,1
608,6,2,2,56,68,226.701580897042,1
609,6,2,2,57,69,235.703365664961,1
610,6,2,2,58,70,191.936809549939,1
611,6,2,2,59,71,187.955657491072,1
612,6,2,2,60,72,225.745362655344,1
613,6,2,2,61,73,197.075831272555,1
614,6,2,2,62,74,182.303455853383,1
615,6,2,2,63,75,196.339753128275,1
616,6,2,2,64,76,215.964309576054,1
617,6,2,2,65,77,229.874790799824,1
618,6,2,2,66,78,176.093872686776,1
619,6,2,2,67,79,199.492644507756,1
620,6,2,2,68,80,232.602529274356,1
621,6,2,2,69,81,225.044518389763,1
622,6,2,2,70,82,198.394514780672,1
623,6,2,2,71,83,219.490597380269,1
624,6,2,2,72,84,219.310410657251,1
625,6,2,3,1,85,313.54398651497,1
626,6,2,3,2,86,288.522982128451,1
627,6,2,3,3,87,206.972176224944,1
628,6,2,3,4,88,259.253564823533,1
629,6,2,3,5,89,206.81324526347,1
630,6,2,3,6,90,241.027595908004,1
631,6,2,3,7,91,184.833177693149,1
632,6,2,3,8,92,208.535501985235,1
633,6,2,3,9,93,193.678560781719,1
634,6,2,3,10,94,189.658261839189,1
635,6,2,3,11,95,177.823125483179,1
636,6,2,3,12,96,236.618937390446,1
637,6,2,4,1,97,185.624671202803,1
638,6,2,4,2,98,243.749287358268,1
639,6,2,4,3,99,235.711805078371,1
640,6,2,4,4,100,227.409307434093,1
641,6,2,4,5,101,238.556088306328,1
642,6,2,4,6,102,203.092289371352,1
643,6,2,4,7,103,268.644864590337,1
644,6,2,4,8,104,214.663952976429,1
645,6,2,4,9,105,247.095812964262,1
646,6,2,4,10,106,195.679537206859,1
647,6,2,4,11,107,207.615008313735,1
648,6,2,4,12,108,183.726685396082,1
649,7,2,0,1,1,247.294365083381,1
650,7,2,0,2,2,371.36436550334,1
651,7,2,0,3,3,282.927979856644,1
652,7,2,0,4,4,297.321616421366,1
653,7,2,0,5,5,278.466976359877,1
654,7,2,0,6,6,320.451587692409,1
655,7,2,0,7,7,340.22302082058,1
656,7,2,0,8,8,232.254543806976,1
657,7,2,0,9,9,270.753137541265,1
658,7,2,0,10,10,265.941370445922,1
659,7,2,0,11,11,234.292916048843,1
660,7,2,0,12,12,225.949159419593,1
661,7,2,2,1,13,302.275180934563,1
662,7,2,2,2,14,229.478185767091,1
663,7,2,2,3,15,193.883871280732,1
664,7,2,2,4,16,288.86874225169,1
665,7,2,2,5,17,269.613540882215,1
