index,id,group_id,phase_id,trial_phase
4829,45,1,2,65
4830,45,1,2,66
4831,45,1,2,67
4832,45,1,2,68
4833,45,1,2,69
4834,45,1,2,70
4835,45,1,2,71
4836,45,1,2,72
4837,45,1,3,1
4838,45,1,3,2
4839,45,1,3,3
4840,45,1,3,4
4841,45,1,3,5
4842,45,1,3,6
4843,45,1,3,7
4844,45,1,3,8
4845,45,1,3,9
4846,45,1,3,10
4847,45,1,3,11
4848,45,1,3,12
4849,45,1,4,1
4850,45,1,4,2
4851,45,1,4,3
4852,45,1,4,4
4853,45,1,4,5
4854,45,1,4,6
4855,45,1,4,7
4856,45,1,4,8
4857,45,1,4,9
4858,45,1,4,10
4859,45,1,4,11
4860,45,1,4,12
4861,46,2,0,1
4862,46,2,0,2
4863,46,2,0,3
4864,46,2,0,4
4865,46,2,0,5
4866,46,2,0,6
4867,46,2,0,7
4868,46,2,0,8
4869,46,2,0,9
4870,46,2,0,10
4871,46,2,0,11
4872,46,2,0,12
4873,46,2,2,1
4874,46,2,2,2
4875,46,2,2,3
4876,46,2,2,4
4877,46,2,2,5
4878,46,2,2,6
4879,46,2,2,7
4880,46,2,2,8
4881,46,2,2,9
4882,46,2,2,10
4883,46,2,2,11
4884,46,2,2,12
4885,46,2,2,13
4886,46,2,2,14
4887,46,2,2,15
4888,46,2,2,16
4889,46,2,2,17
4890,46,2,2,18
4891,46,2,2,19
4892,46,2,2,20
4893,46,2,2,21
4894,46,2,2,22
4895,46,2,2,23
4896,46,2,2,24
4897,46,2,2,25
4898,46,2,2,26
4899,46,2,2,27
4900,46,2,2,28
4901,46,2,2,29
4902,46,2,2,30
4903,46,2,2,31
4904,46,2,2,32
4905,46,2,2,33
4906,46,2,2,34
4907,46,2,2,35
4908,46,2,2,36
4909,46,2,2,37
4910,46,2,2,38
4911,46,2,2,39
4912,46,2,2,40
4913,46,2,2,41
4914,46,2,2,42
4915,46,2,2,43
4916,46,2,2,44
4917,46,2,2,45
4918,46,2,2,46
4919,46,2,2,47
4920,46,2,2,48
4921,46,2,2,49
4922,46,2,2,50
4923,46,2,2,51
4924,46,2,2,52
4925,46,2,2,53
4926,46,2,2,54
4927,46,2,2,55
4928,46,2,2,56
4929,46,2,2,57
4930,46,2,2,58
4931,46,2,2,59
4932,46,2,2,60
4933,46,2,2,61
4934,46,2,2,62
4935,46,2,2,63
4936,46,2,2,64
4937,46,2,2,65
4938,46,2,2,66
4939,46,2,2,67
4940,46,2,2,68
4941,46,2,2,69
4942,46,2,2,70
4943,46,2,2,71
4944,46,2,2,72
4945,46,2,3,1
4946,46,2,3,2
4947,46,2,3,3
4948,46,2,3,4
4949,46,2,3,5
4950,46,2,3,6
4951,46,2,3,7
4952,46,2,3,8
4953,46,2,3,9
4954,46,2,3,10
4955,46,2,3,11
4956,46,2,3,12
4957,46,2,4,1
4958,46,2,4,2
4959,46,2,4,3
4960,46,2,4,4
4961,46,2,4,5
4962,46,2,4,6
4963,46,2,4,7
4964,46,2,4,8
4965,46,2,4,9
4966,46,2,4,10
4967,46,2,4,11
4968,46,2,4,12
4969,47,2,0,1
4970,47,2,0,2
4971,47,2,0,3
4972,47,2,0,4
4973,47,2,0,5
4974,47,2,0,6
4975,47,2,0,7
4976,47,2,0,8
4977,47,2,0,9
4978,47,2,0,10
4979,47,2,0,11
4980,47,2,0,12
4981,47,2,2,1
4982,47,2,2,2
4983,47,2,2,3
4984,47,2,2,4
4985,47,2,2,5
4986,47,2,2,6
4987,47,2,2,7
4988,47,2,2,8
4989,47,2,2,9
4990,47,2,2,10
4991,47,2,2,11
4992,47,2,2,12
4993,47,2,2,13
4994,47,2,2,14
4995,47,2,2,15
4996,47,2,2,16
4997,47,2,2,17
4998,47,2,2,18
4999,47,2,2,19
5000,47,2,2,20
5001,47,2,2,21
5002,47,2,2,22
5003,47,2,2,23
5004,47,2,2,24
5005,47,2,2,25
5006,47,2,2,26
5007,47,2,2,27
5008,47,2,2,28
5009,47,2,2,29
5010,47,2,2,30
5011,47,2,2,31
5012,47,2,2,32
5013,47,2,2,33
5014,47,2,2,34
5015,47,2,2,35
5016,47,2,2,36
5017,47,2,2,37
5018,47,2,2,38
5019,47,2,2,39
5020,47,2,2,40
5021,47,2,2,41
5022,47,2,2,42
5023,47,2,2,43
5024,47,2,2,44
5025,47,2,2,45
5026,47,2,2,46
5027,47,2,2,47
5028,47,2,2,48
5029,47,2,2,49
5030,47,2,2,50
5031,47,2,2,51
5032,47,2,2,52
5033,47,2,2,53
5034,47,2,2,54
5035,47,2,2,55
5036,47,2,2,56
5037,47,2,2,57
5038,47,2,2,58
5039,47,2,2,59
5040,47,2,2,60
5041,47,2,2,61
5042,47,2,2,62
5043,47,2,2,63
5044,47,2,2,64
5045,47,2,2,65
5046,47,2,2,66
5047,47,2,2,67
5048,47,2,2,68
5049,47,2,2,69
5050,47,2,2,70
5051,47,2,2,71
5052,47,2,2,72
5053,47,2,3,1
5054,47,2,3,2
5055,47,2,3,3
5056,47,2,3,4
5057,47,2,3,5
5058,47,2,3,6
5059,47,2,3,7
5060,47,2,3,8
5061,47,2,3,9
5062,47,2,3,10
5063,47,2,3,11
5064,47,2,3,12
5065,47,2,4,1
5066,47,2,4,2
5067,47,2,4,3
5068,47,2,4,4
5069,47,2,4,5
5070,47,2,4,6
5071,47,2,4,7
5072,47,2,4,8
5073,47,2,4,9
5074,47,2,4,10
5075,47,2,4,11
5076,47,2,4,12
5077,48,2,1,1
5078,48,2,1,2
5079,48,2,1,3
5080,48,2,1,4
5081,48,2,1,5
5082,48,2,1,6
5083,48,2,1,7
5084,48,2,1,8
5085,48,2,1,9
5086,48,2,1,10
5087,48,2,1,11
5088,48,2,1,12
5089,48,2,2,1
5090,48,2,2,2
5091,48,2,2,3
5092,48,2,2,4
5093,48,2,2,5
5094,48,2,2,6
5095,48,2,2,7
5096,48,2,2,8
5097,48,2,2,9
5098,48,2,2,10
5099,48,2,2,11
5100,48,2,2,12
5101,48,2,2,13
5102,48,2,2,14
5103,48,2,2,15
5104,48,2,2,16
5105,48,2,2,17
5106,48,2,2,18
5107,48,2,2,19
5108,48,2,2,20
5109,48,2,2,21
5110,48,2,2,22
5111,48,2,2,23
5112,48,2,2,24
5113,48,2,2,25
5114,48,2,2,26
5115,48,2,2,27
5116,48,2,2,28
5117,48,2,2,29
5118,48,2,2,30
5119,48,2,2,31
5120,48,2,2,32
5121,48,2,2,33
5122,48,2,2,34
5123,48,2,2,35
5124,48,2,2,36
5125,48,2,2,37
5126,48,2,2,38
5127,48,2,2,39
5128,48,2,2,40
5129,48,2,2,41
5130,48,2,2,42
5131,48,2,2,43
5132,48,2,2,44
5133,48,2,2,45
5134,48,2,2,46
5135,48,2,2,47
5136,48,2,2,48
5137,48,2,2,49
5138,48,2,2,50
5139,48,2,2,51
5140,48,2,2,52
5141,48,2,2,53
5142,48,2,2,54
5143,48,2,2,55
5144,48,2,2,56
5145,48,2,2,57
5146,48,2,2,58
5147,48,2,2,59
5148,48,2,2,60
5149,48,2,2,61
5150,48,2,2,62
5151,48,2,2,63
5152,48,2,2,64
5153,48,2,2,65
5154,48,2,2,66
5155,48,2,2,67
5156,48,2,2,68
5157,48,2,2,69
5158,48,2,2,70
5159,48,2,2,71
5160,48,2,2,72
5161,48,2,3,1
5162,48,2,3,2
5163,48,2,3,3
5164,48,2,3,4
5165,48,2,3,5
5166,48,2,3,6
5167,48,2,3,7
5168,48,2,3,8
5169,48,2,3,9
5170,48,2,3,10
5171,48,2,3,11
5172,48,2,3,12
5173,48,2,4,1
5174,48,2,4,2
5175,48,2,4,3
5176,48,2,4,4
5177,48,2,4,5
5178,48,2,4,6
5179,48,2,4,7
5180,48,2,4,8
5181,48,2,4,9
5182,48,2,4,10
5183,48,2,4,11
5184,48,2,4,12
5185,49,2,0,1
5186,49,2,0,2
5187,49,2,0,3
5188,49,2,0,4
5189,49,2,0,5
5190,49,2,0,6
5191,49,2,0,7
5192,49,2,0,8
5193,49,2,0,9
5194,49,2,0,10
5195,49,2,0,11
5196,49,2,0,12
5197,49,2,2,1
5198,49,2,2,2
5199,49,2,2,3
5200,49,2,2,4
5201,49,2,2,5
5202,49,2,2,6
5203,49,2,2,7
5204,49,2,2,8
5205,49,2,2,9
5206,49,2,2,10
5207,49,2,2,11
5208,49,2,2,12
5209,49,2,2,13
5210,49,2,2,14
5211,49,2,2,15
5212,49,2,2,16
5213,49,2,2,17
5214,49,2,2,18
5215,49,2,2,19
5216,49,2,2,20
5217,49,2,2,21
5218,49,2,2,22
5219,49,2,2,23
5220,49,2,2,24
5221,49,2,2,25
5222,49,2,2,26
5223,49,2,2,27
5224,49,2,2,28
5225,49,2,2,29
5226,49,2,2,30
5227,49,2,2,31
5228,49,2,2,32
5229,49,2,2,33
5230,49,2,2,34
5231,49,2,2,35
5232,49,2,2,36
5233,49,2,2,37
5234,49,2,2,38
5235,49,2,2,39
5236,49,2,2,40
5237,49,2,2,41
5238,49,2,2,42
5239,49,2,2,43
5240,49,2,2,44
5241,49,2,2,45
5242,49,2,2,46
5243,49,2,2,47
5244,49,2,2,48
5245,49,2,2,49
5246,49,2,2,50
5247,49,2,2,51
5248,49,2,2,52
5249,49,2,2,53
5250,49,2,2,54
5251,49,2,2,55
5252,49,2,2,56
5253,49,2,2,57
5254,49,2,2,58
5255,49,2,2,59
5256,49,2,2,60
5257,49,2,2,61
5258,49,2,2,62
5259,49,2,2,63
5260,49,2,2,64
5261,49,2,2,65
5262,49,2,2,66
5263,49,2,2,67
5264,49,2,2,68
5265,49,2,2,69
5266,49,2,2,70
5267,49,2,2,71
5268,49,2,2,72
5269,49,2,3,1
5270,49,2,3,2
5271,49,2,3,3
5272,49,2,3,4
5273,49,2,3,5
5274,49,2,3,6
5275,49,2,3,7
5276,49,2,3,8
5277,49,2,3,9
5278,49,2,3,10
5279,49,2,3,11
5280,49,2,3,12
5281,49,2,4,1
5282,49,2,4,2
5283,49,2,4,3
5284,49,2,4,4
5285,49,2,4,5
5286,49,2,4,6
5287,49,2,4,7
5288,49,2,4,8
5289,49,2,4,9
5290,49,2,4,10
5291,49,2,4,11
5292,49,2,4,12
5293,50,1,1,1
5294,50,1,1,2
5295,50,1,1,3
5296,50,1,1,4
5297,50,1,1,5
5298,50,1,1,6
5299,50,1,1,7
5300,50,1,1,8
5301,50,1,1,9
5302,50,1,1,10
5303,50,1,1,11
5304,50,1,1,12
5305,50,1,2,1
5306,50,1,2,2
5307,50,1,2,3
5308,50,1,2,4
5309,50,1,2,5
5310,50,1,2,6
5311,50,1,2,7
5312,50,1,2,8
5313,50,1,2,9
5314,50,1,2,10
5315,50,1,2,11
5316,50,1,2,12
5317,50,1,2,13
5318,50,1,2,14
5319,50,1,2,15
5320,50,1,2,16
5321,50,1,2,17
5322,50,1,2,18
5323,50,1,2,19
5324,50,1,2,20
5325,50,1,2,21
5326,50,1,2,22
5327,50,1,2,23
5328,50,1,2,24
5329,50,1,2,25
5330,50,1,2,26
5331,50,1,2,27
5332,50,1,2,28
5333,50,1,2,29
5334,50,1,2,30
5335,50,1,2,31
5336,50,1,2,32
5337,50,1,2,33
5338,50,1,2,34
5339,50,1,2,35
5340,50,1,2,36
5341,50,1,2,37
5342,50,1,2,38
5343,50,1,2,39
5344,50,1,2,40
5345,50,1,2,41
5346,50,1,2,42
5347,50,1,2,43
5348,50,1,2,44
5349,50,1,2,45
5350,50,1,2,46
5351,50,1,2,47
5352,50,1,2,48
5353,50,1,2,49
5354,50,1,2,50
5355,50,1,2,51
5356,50,1,2,52
5357,50,1,2,53
5358,50,1,2,54
5359,50,1,2,55
5360,50,1,2,56
5361,50,1,2,57
5362,50,1,2,58
5363,50,1,2,59
5364,50,1,2,60
5365,50,1,2,61
5366,50,1,2,62
5367,50,1,2,63
5368,50,1,2,64
5369,50,1,2,65
5370,50,1,2,66
5371,50,1,2,67
5372,50,1,2,68
5373,50,1,2,69
5374,50,1,2,70
5375,50,1,2,71
5376,50,1,2,72
5377,50,1,3,1
5378,50,1,3,2
5379,50,1,3,3
5380,50,1,3,4
5381,50,1,3,5
5382,50,1,3,6
5383,50,1,3,7
5384,50,1,3,8
5385,50,1,3,9
5386,50,1,3,10
5387,50,1,3,11
5388,50,1,3,12
5389,50,1,4,1
5390,50,1,4,2
5391,50,1,4,3
5392,50,1,4,4
5393,50,1,4,5
5394,50,1,4,6
5395,50,1,4,7
5396,50,1,4,8
5397,50,1,4,9
5398,50,1,4,10
5399,50,1,4,11
5400,50,1,4,12
5401,51,1,1,1
5402,51,1,1,2
5403,51,1,1,3
5404,51,1,1,4
5405,51,1,1,5
5406,51,1,1,6
5407,51,1,1,7
5408,51,1,1,8
5409,51,1,1,9
5410,51,1,1,10
5411,51,1,1,11
5412,51,1,1,12
5413,51,1,2,1
5414,51,1,2,2
5415,51,1,2,3
5416,51,1,2,4
5417,51,1,2,5
5418,51,1,2,6
5419,51,1,2,7
5420,51,1,2,8
5421,51,1,2,9
5422,51,1,2,10
5423,51,1,2,11
5424,51,1,2,12
5425,51,1,2,13
5426,51,1,2,14
5427,51,1,2,15
5428,51,1,2,16
5429,51,1,2,17
5430,51,1,2,18
5431,51,1,2,19
5432,51,1,2,20
5433,51,1,2,21
5434,51,1,2,22
5435,51,1,2,23
5436,51,1,2,24
5437,51,1,2,25
5438,51,1,2,26
5439,51,1,2,27
5440,51,1,2,28
5441,51,1,2,29
5442,51,1,2,30
5443,51,1,2,31
5444,51,1,2,32
5445,51,1,2,33
5446,51,1,2,34
5447,51,1,2,35
5448,51,1,2,36
5449,51,1,2,37
5450,51,1,2,38
5451,51,1,2,39
5452,51,1,2,40
5453,51,1,2,41
5454,51,1,2,42
5455,51,1,2,43
5456,51,1,2,44
5457,51,1,2,45
5458,51,1,2,46
5459,51,1,2,47
5460,51,1,2,48
5461,51,1,2,49
5462,51,1,2,50
5463,51,1,2,51
5464,51,1,2,52
5465,51,1,2,53
5466,51,1,2,54
5467,51,1,2,55
5468,51,1,2,56
5469,51,1,2,57
5470,51,1,2,58
5471,51,1,2,59
5472,51,1,2,60
5473,51,1,2,61
5474,51,1,2,62
5475,51,1,2,63
5476,51,1,2,64
5477,51,1,2,65
5478,51,1,2,66
5479,51,1,2,67
5480,51,1,2,68
5481,51,1,2,69
5482,51,1,2,70
5483,51,1,2,71
5484,51,1,2,72
5485,51,1,3,1
5486,51,1,3,2
5487,51,1,3,3
5488,51,1,3,4
5489,51,1,3,5
5490,51,1,3,6
5491,51,1,3,7
5492,51,1,3,8
5493,51,1,3,9
5494,51,1,3,10
5495,51,1,3,11
5496,51,1,3,12
5497,51,1,4,1
5498,51,1,4,2
5499,51,1,4,3
5500,51,1,4,4
5501,51,1,4,5
5502,51,1,4,6
5503,51,1,4,7
5504,51,1,4,8
5505,51,1,4,9
5506,51,1,4,10
5507,51,1,4,11
5508,51,1,4,12
5509,52,2,1,1
5510,52,2,1,2
5511,52,2,1,3
5512,52,2,1,4
5513,52,2,1,5
5514,52,2,1,6
5515,52,2,1,7
5516,52,2,1,8
5517,52,2,1,9
5518,52,2,1,10
5519,52,2,1,11
5520,52,2,1,12
5521,52,2,2,1
5522,52,2,2,2
5523,52,2,2,3
5524,52,2,2,4
5525,52,2,2,5
5526,52,2,2,6
5527,52,2,2,7
5528,52,2,2,8
5529,52,2,2,9
5530,52,2,2,10
5531,52,2,2,11
5532,52,2,2,12
5533,52,2,2,13
5534,52,2,2,14
5535,52,2,2,15
5536,52,2,2,16
5537,52,2,2,17
5538,52,2,2,18
5539,52,2,2,19
5540,52,2,2,20
5541,52,2,2,21
5542,52,2,2,22
5543,52,2,2,23
5544,52,2,2,24
5545,52,2,2,25
5546,52,2,2,26
5547,52,2,2,27
5548,52,2,2,28
5549,52,2,2,29
5550,52,2,2,30
5551,52,2,2,31
5552,52,2,2,32
5553,52,2,2,33
5554,52,2,2,34
5555,52,2,2,35
5556,52,2,2,36
5557,52,2,2,37
5558,52,2,2,38
5559,52,2,2,39
5560,52,2,2,40
5561,52,2,2,41
5562,52,2,2,42
5563,52,2,2,43
5564,52,2,2,44
5565,52,2,2,45
5566,52,2,2,46
5567,52,2,2,47
5568,52,2,2,48
5569,52,2,2,49
5570,52,2,2,50
5571,52,2,2,51
5572,52,2,2,52
5573,52,2,2,53
5574,52,2,2,54
5575,52,2,2,55
5576,52,2,2,56
5577,52,2,2,57
5578,52,2,2,58
5579,52,2,2,59
5580,52,2,2,60
5581,52,2,2,61
5582,52,2,2,62
5583,52,2,2,63
5584,52,2,2,64
5585,52,2,2,65
5586,52,2,2,66
5587,52,2,2,67
5588,52,2,2,68
5589,52,2,2,69
5590,52,2,2,70
5591,52,2,2,71
5592,52,2,2,72
5593,52,2,3,1
5594,52,2,3,2
5595,52,2,3,3
5596,52,2,3,4
5597,52,2,3,5
5598,52,2,3,6
5599,52,2,3,7
5600,52,2,3,8
5601,52,2,3,9
5602,52,2,3,10
5603,52,2,3,11
5604,52,2,3,12
5605,52,2,4,1
5606,52,2,4,2
5607,52,2,4,3
5608,52,2,4,4
5609,52,2,4,5
5610,52,2,4,6
5611,52,2,4,7
5612,52,2,4,8
5613,52,2,4,9
5614,52,2,4,10
5615,52,2,4,11
5616,52,2,4,12
5617,53,2,1,1
5618,53,2,1,2
5619,53,2,1,3
5620,53,2,1,4
5621,53,2,1,5
5622,53,2,1,6
5623,53,2,1,7
5624,53,2,1,8
5625,53,2,1,9
5626,53,2,1,10
5627,53,2,1,11
5628,53,2,1,12
5629,53,2,2,1
5630,53,2,2,2
5631,53,2,2,3
5632,53,2,2,4
5633,53,2,2,5
5634,53,2,2,6
5635,53,2,2,7
5636,53,2,2,8
5637,53,2,2,9
5638,53,2,2,10
5639,53,2,2,11
5640,53,2,2,12
5641,53,2,2,13
5642,53,2,2,14
5643,53,2,2,15
5644,53,2,2,16
5645,53,2,2,17
5646,53,2,2,18
5647,53,2,2,19
5648,53,2,2,20
5649,53,2,2,21
5650,53,2,2,22
5651,53,2,2,23
5652,53,2,2,24
5653,53,2,2,25
5654,53,2,2,26
5655,53,2,2,27
5656,53,2,2,28
5657,53,2,2,29
5658,53,2,2,30
5659,53,2,2,31
5660,53,2,2,32
5661,53,2,2,33
5662,53,2,2,34
5663,53,2,2,35
5664,53,2,2,36
5665,53,2,2,37
5666,53,2,2,38
5667,53,2,2,39
5668,53,2,2,40
5669,53,2,2,41
5670,53,2,2,42
5671,53,2,2,43
5672,53,2,2,44
5673,53,2,2,45
5674,53,2,2,46
5675,53,2,2,47
5676,53,2,2,48
5677,53,2,2,49
5678,53,2,2,50
5679,53,2,2,51
5680,53,2,2,52
5681,53,2,2,53
5682,53,2,2,54
5683,53,2,2,55
5684,53,2,2,56
5685,53,2,2,57
5686,53,2,2,58
5687,53,2,2,59
5688,53,2,2,60
5689,53,2,2,61
5690,53,2,2,62
5691,53,2,2,63
5692,53,2,2,64
5693,53,2,2,65
5694,53,2,2,66
5695,53,2,2,67
5696,53,2,2,68
5697,53,2,2,69
5698,53,2,2,70
5699,53,2,2,71
5700,53,2,2,72
5701,53,2,3,1
5702,53,2,3,2
5703,53,2,3,3
5704,53,2,3,4
5705,53,2,3,5
5706,53,2,3,6
5707,53,2,3,7
5708,53,2,3,8
5709,53,2,3,9
5710,53,2,3,10
5711,53,2,3,11
5712,53,2,3,12
5713,53,2,4,1
5714,53,2,4,2
5715,53,2,4,3
5716,53,2,4,4
5717,53,2,4,5
5718,53,2,4,6
5719,53,2,4,7
5720,53,2,4,8
5721,53,2,4,9
5722,53,2,4,10
5723,53,2,4,11
5724,53,2,4,12
5725,54,2,0,1
5726,54,2,0,2
5727,54,2,0,3
5728,54,2,0,4
5729,54,2,0,5
5730,54,2,0,6
5731,54,2,0,7
5732,54,2,0,8
5733,54,2,0,9
5734,54,2,0,10
5735,54,2,0,11
5736,54,2,0,12
5737,54,2,2,1
5738,54,2,2,2
5739,54,2,2,3
5740,54,2,2,4
5741,54,2,2,5
5742,54,2,2,6
5743,54,2,2,7
5744,54,2,2,8
5745,54,2,2,9
5746,54,2,2,10
5747,54,2,2,11
5748,54,2,2,12
5749,54,2,2,13
5750,54,2,2,14
5751,54,2,2,15
5752,54,2,2,16
5753,54,2,2,17
5754,54,2,2,18
5755,54,2,2,19
5756,54,2,2,20
5757,54,2,2,21
5758,54,2,2,22
5759,54,2,2,23
5760,54,2,2,24
5761,54,2,2,25
5762,54,2,2,26
5763,54,2,2,27
5764,54,2,2,28
5765,54,2,2,29
5766,54,2,2,30
5767,54,2,2,31
5768,54,2,2,32
5769,54,2,2,33
5770,54,2,2,34
5771,54,2,2,35
5772,54,2,2,36
5773,54,2,2,37
5774,54,2,2,38
5775,54,2,2,39
5776,54,2,2,40
5777,54,2,2,41
5778,54,2,2,42
5779,54,2,2,43
5780,54,2,2,44
5781,54,2,2,45
5782,54,2,2,46
5783,54,2,2,47
5784,54,2,2,48
5785,54,2,2,49
5786,54,2,2,50
5787,54,2,2,51
5788,54,2,2,52
5789,54,2,2,53
5790,54,2,2,54
5791,54,2,2,55
5792,54,2,2,56
5793,54,2,2,57
5794,54,2,2,58
5795,54,2,2,59
5796,54,2,2,60
5797,54,2,2,61
5798,54,2,2,62
5799,54,2,2,63
5800,54,2,2,64
5801,54,2,2,65
5802,54,2,2,66
5803,54,2,2,67
5804,54,2,2,68
5805,54,2,2,69
5806,54,2,2,70
5807,54,2,2,71
5808,54,2,2,72
5809,54,2,3,1
5810,54,2,3,2
5811,54,2,3,3
5812,54,2,3,4
5813,54,2,3,5
5814,54,2,3,6
5815,54,2,3,7
5816,54,2,3,8
5817,54,2,3,9
5818,54,2,3,10
5819,54,2,3,11
5820,54,2,3,12
5821,54,2,4,1
5822,54,2,4,2
5823,54,2,4,3
5824,54,2,4,4
5825,54,2,4,5
5826,54,2,4,6
5827,54,2,4,7
5828,54,2,4,8
5829,54,2,4,9
5830,54,2,4,10
5831,54,2,4,11
5832,54,2,4,12
5833,55,2,1,1
5834,55,2,1,2
5835,55,2,1,3
5836,55,2,1,4
5837,55,2,1,5
5838,55,2,1,6
5839,55,2,1,7
5840,55,2,1,8
5841,55,2,1,9
5842,55,2,1,10
5843,55,2,1,11
5844,55,2,1,12
5845,55,2,2,1
5846,55,2,2,2
5847,55,2,2,3
5848,55,2,2,4
5849,55,2,2,5
5850,55,2,2,6
5851,55,2,2,7
5852,55,2,2,8
5853,55,2,2,9
5854,55,2,2,10
5855,55,2,2,11
5856,55,2,2,12
5857,55,2,2,13
5858,55,2,2,14
5859,55,2,2,15
5860,55,2,2,16
5861,55,2,2,17
5862,55,2,2,18
5863,55,2,2,19
5864,55,2,2,20
5865,55,2,2,21
5866,55,2,2,22
5867,55,2,2,23
5868,55,2,2,24
5869,55,2,2,25
5870,55,2,2,26
5871,55,2,2,27
5872,55,2,2,28
5873,55,2,2,29
5874,55,2,2,30
5875,55,2,2,31
5876,55,2,2,32
5877,55,2,2,33
5878,55,2,2,34
5879,55,2,2,35
5880,55,2,2,36
5881,55,2,2,37
5882,55,2,2,38
5883,55,2,2,39
5884,55,2,2,40
5885,55,2,2,41
5886,55,2,2,42
5887,55,2,2,43
5888,55,2,2,44
5889,55,2,2,45
5890,55,2,2,46
5891,55,2,2,47
5892,55,2,2,48
5893,55,2,2,49
5894,55,2,2,50
5895,55,2,2,51
5896,55,2,2,52
5897,55,2,2,53
5898,55,2,2,54
5899,55,2,2,55
5900,55,2,2,56
5901,55,2,2,57
5902,55,2,2,58
5903,55,2,2,59
5904,55,2,2,60
5905,55,2,2,61
5906,55,2,2,62
5907,55,2,2,63
5908,55,2,2,64
5909,55,2,2,65
5910,55,2,2,66
5911,55,2,2,67
5912,55,2,2,68
5913,55,2,2,69
5914,55,2,2,70
5915,55,2,2,71
5916,55,2,2,72
5917,55,2,3,1
5918,55,2,3,2
5919,55,2,3,3
5920,55,2,3,4
5921,55,2,3,5
5922,55,2,3,6
5923,55,2,3,7
5924,55,2,3,8
5925,55,2,3,9
5926,55,2,3,10
5927,55,2,3,11
5928,55,2,3,12
5929,55,2,4,1
5930,55,2,4,2
5931,55,2,4,3
5932,55,2,4,4
5933,55,2,4,5
5934,55,2,4,6
5935,55,2,4,7
5936,55,2,4,8
5937,55,2,4,9
5938,55,2,4,10
5939,55,2,4,11
5940,55,2,4,12
5941,56,2,1,1
5942,56,2,1,2
5943,56,2,1,3
5944,56,2,1,4
5945,56,2,1,5
5946,56,2,1,6
5947,56,2,1,7
5948,56,2,1,8
5949,56,2,1,9
5950,56,2,1,10
5951,56,2,1,11
5952,56,2,1,12
5953,56,2,2,1
5954,56,2,2,2
5955,56,2,2,3
5956,56,2,2,4
5957,56,2,2,5
5958,56,2,2,6
5959,56,2,2,7
5960,56,2,2,8
5961,56,2,2,9
5962,56,2,2,10
5963,56,2,2,11
5964,56,2,2,12
5965,56,2,2,13
5966,56,2,2,14
5967,56,2,2,15
5968,56,2,2,16
5969,56,2,2,17
5970,56,2,2,18
5971,56,2,2,19
5972,56,2,2,20
5973,56,2,2,21
5974,56,2,2,22
5975,56,2,2,23
5976,56,2,2,24
5977,56,2,2,25
5978,56,2,2,26
5979,56,2,2,27
5980,56,2,2,28
5981,56,2,2,29
5982,56,2,2,30
5983,56,2,2,31
5984,56,2,2,32
5985,56,2,2,33
5986,56,2,2,34
5987,56,2,2,35
5988,56,2,2,36
5989,56,2,2,37
5990,56,2,2,38
5991,56,2,2,39
5992,56,2,2,40
5993,56,2,2,41
5994,56,2,2,42
5995,56,2,2,43
5996,56,2,2,44
5997,56,2,2,45
5998,56,2,2,46
5999,56,2,2,47
6000,56,2,2,48
6001,56,2,2,49
6002,56,2,2,50
6003,56,2,2,51
6004,56,2,2,52
6005,56,2,2,53
6006,56,2,2,54
6007,56,2,2,55
6008,56,2,2,56
6009,56,2,2,57
6010,56,2,2,58
6011,56,2,2,59
6012,56,2,2,60
6013,56,2,2,61
6014,56,2,2,62
6015,56,2,2,63
6016,56,2,2,64
6017,56,2,2,65
6018,56,2,2,66
6019,56,2,2,67
6020,56,2,2,68
6021,56,2,2,69
6022,56,2,2,70
6023,56,2,2,71
6024,56,2,2,72
6025,56,2,3,1
6026,56,2,3,2
6027,56,2,3,3
6028,56,2,3,4
6029,56,2,3,5
6030,56,2,3,6
6031,56,2,3,7
6032,56,2,3,8
6033,56,2,3,9
6034,56,2,3,10
6035,56,2,3,11
6036,56,2,3,12
6037,56,2,4,1
6038,56,2,4,2
6039,56,2,4,3
6040,56,2,4,4
6041,56,2,4,5
6042,56,2,4,6
6043,56,2,4,7
6044,56,2,4,8
6045,56,2,4,9
6046,56,2,4,10
6047,56,2,4,11
6048,56,2,4,12
6049,57,1,1,1
6050,57,1,1,2
6051,57,1,1,3
6052,57,1,1,4
6053,57,1,1,5
6054,57,1,1,6
6055,57,1,1,7
6056,57,1,1,8
6057,57,1,1,9
6058,57,1,1,10
6059,57,1,1,11
6060,57,1,1,12
6061,57,1,2,1
6062,57,1,2,2
6063,57,1,2,3
6064,57,1,2,4
6065,57,1,2,5
6066,57,1,2,6
6067,57,1,2,7
6068,57,1,2,8
6069,57,1,2,9
6070,57,1,2,10
6071,57,1,2,11
6072,57,1,2,12
6073,57,1,2,13
6074,57,1,2,14
6075,57,1,2,15
6076,57,1,2,16
6077,57,1,2,17
6078,57,1,2,18
6079,57,1,2,19
6080,57,1,2,20
6081,57,1,2,21
6082,57,1,2,22
6083,57,1,2,23
6084,57,1,2,24
6085,57,1,2,25
6086,57,1,2,26
6087,57,1,2,27
6088,57,1,2,28
6089,57,1,2,29
6090,57,1,2,30
6091,57,1,2,31
6092,57,1,2,32
6093,57,1,2,33
6094,57,1,2,34
6095,57,1,2,35
6096,57,1,2,36
6097,57,1,2,37
6098,57,1,2,38
6099,57,1,2,39
