index,id,rev_ms,good?
220,3,259.313605994283,1
221,3,268.301322579853,1
222,3,251.023809680804,1
223,3,270.675700088672,1
224,3,253.221529511583,1
225,3,405.330528514299,1
226,3,316.248061375754,1
227,3,322.966547663583,1
228,3,357.660487301574,1
229,3,330.142011683812,1
230,3,248.022219842526,1
231,3,252.043283546235,1
232,3,305.71404864237,1
233,3,330.083630063241,1
234,3,278.969874925221,1
235,3,276.087396162496,1
236,3,312.362226601428,1
237,3,303.121856930644,1
238,3,292.887623180432,1
239,3,255.895533421462,1
240,3,288.021149024451,1
241,3,267.779346062241,1
242,3,346.442049072866,1
243,3,302.343836524824,1
244,3,263.849074861546,1
245,3,267.068734980755,1
246,3,270.672836098325,1
247,3,270.802033485553,1
248,3,272.940466531147,1
249,3,279.399941147178,1
250,3,259.541301571677,1
251,3,280.922069350261,1
252,3,260.850661959522,1
253,3,272.130649791164,1
254,3,309.592378353743,1
255,3,283.630038297182,1
256,3,354.29532529495,1
257,3,258.002035348577,1
258,3,279.240676432617,1
259,3,293.394687039347,1
260,3,279.388828459365,1
261,3,281.047016034018,1
262,3,275.030667049451,1
263,3,285.19822709911,1
264,3,298.712523574913,1
265,3,300.136376108015,1
266,3,298.688837297965,1
267,3,302.301416727845,1
268,3,284.602807365562,1
269,3,279.801011073061,1
270,3,263.603087385362,1
271,3,271.120524838219,1
272,3,255.968538802369,1
273,3,288.670512127036,1
274,3,305.668550121317,1
275,3,297.505887688883,1
276,3,310.19392589466,1
277,3,254.413732157427,1
278,3,278.72782044346,1
279,3,306.232988910991,1
280,3,311.195665658389,1
281,3,273.914991288619,1
282,3,269.298042068791,1
283,3,278.035916707086,1
284,3,288.765702948685,1
285,3,266.989284912215,1
286,3,290.761881008047,1
287,3,304.335345872189,1
288,3,297.232566461488,1
289,3,278.192903430298,1
290,3,283.381589176007,1
291,3,276.009968553384,1
292,3,269.280072732707,1
293,3,256.872206856372,1
294,3,276.81266225315,1
295,3,259.883445640668,1
296,3,245.537079713816,1
297,3,294.470202335518,1
298,3,258.19156934099,1
299,3,268.361377301613,1
300,3,252.489176006524,1
301,3,,0
302,3,244.553023976489,1
303,3,293.318958806667,1
304,3,282.058179760906,1
305,3,297.194802322019,1
306,3,273.504240833871,1
307,3,272.158770238941,1
308,3,275.352387516076,1
309,3,269.419720103922,1
310,3,275.56945652504,1
311,3,267.072096929958,1
312,3,272.1641782594,1
313,3,292.499377045274,1
314,3,371.311847506675,1
315,3,324.579710572104,1
316,3,369.837801625364,1
317,3,377.837976574586,1
318,3,332.40300137929,1
319,3,420.598684265602,1
320,3,404.946811991753,1
321,3,367.860152154405,1
322,3,402.391847966177,1
323,3,335.214551183342,1
324,3,374.162769310345,1
325,4,635.723343918065,1
326,4,661.755876401773,1
327,4,582.543007044361,1
328,4,615.267569225491,1
329,4,,0
330,4,660.79718364778,1
331,4,540.457688090986,1
332,4,580.516004652055,1
333,4,542.254059215414,1
334,4,573.880648933411,1
335,4,560.167769868232,1
336,4,578.048010507391,1
337,4,544.652666923061,1
338,4,387.876320740206,1
339,4,427.663470897531,1
340,4,476.756411859923,1
341,4,408.492788681085,1
342,4,391.625452535842,1
343,4,388.981522150225,1
344,4,410.613430937339,1
345,4,339.219173769813,1
346,4,335.322200502246,1
347,4,376.640081725147,1
348,4,322.994091168182,1
349,4,307.557087200463,1
350,4,353.434162739583,1
351,4,360.773540316541,1
352,4,386.354313833095,1
353,4,310.701989781036,1
354,4,307.907032902327,1
355,4,319.561652671077,1
356,4,352.356409309129,1
357,4,321.297904020569,1
358,4,322.509080747789,1
359,4,329.925789733399,1
360,4,267.247253784704,1
361,4,323.412359055765,1
362,4,295.157733754912,1
363,4,317.661523493344,1
364,4,279.598011285857,1
365,4,304.343484883919,1
366,4,270.164120904841,1
367,4,307.01275436948,1
368,4,321.603935054197,1
369,4,382.200667197011,1
370,4,349.21027962451,1
371,4,362.142266203244,1
372,4,357.03135443752,1
373,4,308.403465172623,1
374,4,349.826944780338,1
375,4,313.968219178395,1
376,4,285.362745925381,1
377,4,307.448856515817,1
378,4,316.226956738232,1
379,4,352.006391304087,1
380,4,360.281440663812,1
381,4,344.770955226374,1
382,4,314.494250864228,1
383,4,320.28098076539,1
384,4,326.883937592603,1
385,4,327.055737866752,1
386,4,355.503141935766,1
387,4,372.756569863395,1
388,4,361.1953847002,1
389,4,346.465232777083,1
390,4,344.931128930749,1
391,4,322.302951652891,1
392,4,307.58968688475,1
393,4,257.543107358309,1
394,4,284.98490277471,1
395,4,307.801586625859,1
396,4,315.696256988881,1
397,4,289.800482364873,1
398,4,281.422702069776,1
399,4,281.063863864566,1
400,4,286.784006208625,1
401,4,292.280274282812,1
402,4,279.766948829029,1
403,4,267.843846219493,1
404,4,269.193061262473,1
405,4,293.525894110498,1
406,4,290.700549944542,1
407,4,269.781070405702,1
408,4,267.109404407061,1
409,4,323.036351543408,1
410,4,275.416813464286,1
411,4,239.670640090379,1
412,4,280.649383975891,1
413,4,277.187054496301,1
414,4,290.397364226766,1
415,4,259.618324468294,1
416,4,289.4855710603,1
417,4,264.546762990348,1
418,4,263.484129299321,1
419,4,277.861252607892,1
420,4,299.389061837843,1
421,4,397.029650012977,1
422,4,322.200653424221,1
423,4,303.10435736862,1
424,4,333.519170571915,1
425,4,293.246578990899,1
426,4,314.975757675472,1
427,4,303.511170933784,1
428,4,316.535669748275,1
429,4,295.00426796495,1
430,4,301.770416027831,1
431,4,325.756215703233,1
432,4,335.845539901801,1
433,5,,0
434,5,265.444519269607,1
435,5,273.978923199871,1
436,5,291.504538766231,1
437,5,261.315943964621,1
438,5,287.436724554054,1
439,5,301.21122577955,1
440,5,243.703392416458,1
441,5,272.048264676161,1
442,5,278.576755481566,1
443,5,241.227640058582,1
444,5,255.204763628551,1
445,5,312.555786219459,1
446,5,258.223234540834,1
447,5,200.113424870888,1
448,5,242.83899994455,1
449,5,238.273459782881,1
450,5,236.570999732391,1
451,5,207.374374912767,1
452,5,,0
453,5,262.02785736766,1
454,5,218.548626961662,1
455,5,231.865248879578,1
456,5,241.309100315459,1
457,5,230.239846424435,1
458,5,222.569971364923,1
459,5,219.33103295768,1
460,5,229.613734107703,1
461,5,277.404477324041,1
462,5,278.226053003668,1
463,5,214.341684963115,1
464,5,273.953691815953,1
465,5,253.983751351222,1
466,5,250.328796354509,1
467,5,261.101487740378,1
468,5,249.242274244236,1
469,5,220.700656098722,1
470,5,257.677205775561,1
471,5,243.401125331016,1
472,5,280.220844806483,1
473,5,248.069519656016,1
474,5,266.504486982173,1
475,5,253.487073804329,1
476,5,229.459586331398,1
477,5,226.645386263794,1
478,5,282.529408201476,1
479,5,261.501943029973,1
480,5,276.628104895701,1
481,5,234.60181592373,1
482,5,203.727999942229,1
483,5,253.343436754602,1
484,5,256.104952852437,1
485,5,224.402593792696,1
486,5,220.23904253577,1
487,5,201.874212743637,1
488,5,257.923110243335,1
489,5,252.526088078433,1
490,5,266.067560523047,1
491,5,268.359277021781,1
492,5,290.106015103307,1
493,5,220.652874190089,1
494,5,246.195937390643,1
495,5,231.261351268908,1
496,5,247.339564580507,1
497,5,260.069225153104,1
498,5,240.692782494522,1
499,5,243.653884465958,1
500,5,236.909865997484,1
501,5,253.700930100968,1
502,5,253.003083065772,1
503,5,259.603823425356,1
504,5,253.759841574914,1
505,5,250.500611387135,1
506,5,256.811207742349,1
507,5,252.282066270358,1
508,5,247.383911797919,1
509,5,223.970413116832,1
510,5,232.525811200222,1
511,5,210.43643842889,1
512,5,219.43969610949,1
513,5,196.018724258212,1
514,5,260.769501712247,1
515,5,215.469932221003,1
516,5,241.286146363828,1
517,5,,0
518,5,236.723446686448,1
519,5,259.501613042016,1
520,5,235.289802243801,1
521,5,198.505193695179,1
522,5,224.403531937591,1
523,5,216.962435466274,1
524,5,230.126357405922,1
525,5,227.577535663374,1
526,5,224.697952684968,1
527,5,236.530667133287,1
528,5,220.080398613989,1
529,5,265.265893717696,1
530,5,283.153153681913,1
531,5,356.057723631042,1
532,5,241.692693087693,1
533,5,227.68477500308,1
534,5,281.191080987014,1
535,5,267.087725920436,1
536,5,285.882634227708,1
537,5,281.119570721334,1
538,5,255.722067024787,1
539,5,264.437689791613,1
540,5,,0
541,6,,0
542,6,,0
543,6,783.759831709602,1
544,6,789.218591138725,1
545,6,907.674868501075,1
546,6,828.420197218576,1
547,6,756.261202471218,1
548,6,916.506698235673,1
549,6,775.992514060459,1
550,6,757.715508193457,1
551,6,933.988834087611,1
552,6,1082.1745354465,1
553,6,918.380586324037,1
554,6,911.798734098479,1
555,6,679.86954325836,1
556,6,472.059964875284,1
557,6,448.615025697611,1
558,6,463.904725580232,1
559,6,354.15399654947,1
560,6,383.473394143006,1
561,6,348.750701757583,1
562,6,374.485278656695,1
563,6,288.280082344299,1
564,6,245.268512814634,1
565,6,470.159504909298,1
566,6,430.522166797322,1
567,6,477.759612950144,1
568,6,388.417801333133,1
569,6,379.448075221434,1
570,6,359.561554198428,1
571,6,325.125687546416,1
572,6,280.02197832189,1
573,6,341.228205506793,1
574,6,306.894699607686,1
575,6,259.216097437321,1
576,6,291.989620371642,1
577,6,377.73512380434,1
578,6,364.564897052623,1
579,6,312.686801418284,1
580,6,348.824412957375,1
581,6,343.945885164449,1
582,6,287.809218810117,1
583,6,252.442620192471,1
584,6,239.314923161141,1
585,6,218.914363048868,1
586,6,245.864769262706,1
587,6,318.193277549964,1
588,6,,0
589,6,287.353681622198,1
590,6,217.113465431876,1
591,6,261.824426333675,1
592,6,261.529050451645,1
593,6,217.32294631831,1
594,6,242.995273791047,1
595,6,307.408897729239,1
596,6,263.646729679959,1
597,6,285.208764066183,1
598,6,240.800328690365,1
599,6,246.365719961002,1
600,6,266.664249706819,1
601,6,244.955739345896,1
602,6,256.408920462145,1
603,6,193.409988342101,1
604,6,230.234663559945,1
605,6,219.641731059648,1
606,6,194.443598024574,1
607,6,194.050980753542,1
608,6,226.701580897042,1
609,6,235.703365664961,1
610,6,191.936809549939,1
611,6,187.955657491072,1
612,6,225.745362655344,1
613,6,197.075831272555,1
614,6,182.303455853383,1
615,6,196.339753128275,1
616,6,215.964309576054,1
617,6,229.874790799824,1
618,6,176.093872686776,1
619,6,199.492644507756,1
620,6,232.602529274356,1
621,6,225.044518389763,1
622,6,198.394514780672,1
623,6,219.490597380269,1
624,6,219.310410657251,1
625,6,313.54398651497,1
626,6,288.522982128451,1
627,6,206.972176224944,1
628,6,259.253564823533,1
629,6,206.81324526347,1
630,6,241.027595908004,1
631,6,184.833177693149,1
632,6,208.535501985235,1
633,6,193.678560781719,1
634,6,189.658261839189,1
635,6,177.823125483179,1
636,6,236.618937390446,1
637,6,185.624671202803,1
638,6,243.749287358268,1
639,6,235.711805078371,1
640,6,227.409307434093,1
641,6,238.556088306328,1
642,6,203.092289371352,1
643,6,268.644864590337,1
644,6,214.663952976429,1
645,6,247.095812964262,1
646,6,195.679537206859,1
647,6,207.615008313735,1
648,6,183.726685396082,1
649,7,247.294365083381,1
650,7,371.36436550334,1
651,7,282.927979856644,1
652,7,297.321616421366,1
653,7,278.466976359877,1
654,7,320.451587692409,1
655,7,340.22302082058,1
656,7,232.254543806976,1
657,7,270.753137541265,1
658,7,265.941370445922,1
659,7,234.292916048843,1
660,7,225.949159419593,1
661,7,302.275180934563,1
662,7,229.478185767091,1
663,7,193.883871280732,1
664,7,288.86874225169,1
665,7,269.613540882215,1
666,7,230.413755406163,1
667,7,225.278061126294,1
668,7,254.85768577183,1
669,7,252.242911013732,1
670,7,305.676352300678,1
671,7,224.51989880842,1
672,7,230.770303557803,1
673,7,296.855876814831,1
674,7,239.856119666617,1
675,7,217.41384735113,1
676,7,251.144164381952,1
677,7,306.961863536218,1
678,7,265.87841415964,1
679,7,242.289762622325,1
680,7,242.401239476133,1
681,7,264.470603624447,1
682,7,281.222314825211,1
683,7,222.887626090966,1
684,7,289.001721162137,1
685,7,259.430687353612,1
686,7,198.20727577982,1
687,7,176.804466998446,1
688,7,206.315659376724,1
689,7,220.634470882292,1
690,7,234.934143432142,1
691,7,240.258292687859,1
692,7,261.849095244988,1
693,7,247.244256229117,1
694,7,209.291761623912,1
695,7,231.460062705757,1
696,7,198.017973798711,1
697,7,240.588987724769,1
698,7,206.195670967356,1
699,7,239.905425392881,1
700,7,221.76547793223,1
701,7,215.707429482203,1
702,7,207.953997256098,1
703,7,274.331907758851,1
704,7,202.206676725243,1
705,7,253.142543375189,1
706,7,208.236021267205,1
707,7,229.957499782994,1
708,7,278.241165756648,1
709,7,251.743764700376,1
710,7,242.210463768682,1
711,7,222.532106845634,1
712,7,227.74415167609,1
713,7,233.726155149597,1
714,7,235.967474534232,1
715,7,225.579741938041,1
716,7,263.960084400422,1
717,7,309.69982736679,1
718,7,209.55862726566,1
719,7,237.913446914601,1
720,7,225.541926125225,1
721,7,282.649169750639,1
722,7,244.081359234713,1
723,7,205.891062580021,1
724,7,203.777819817965,1
725,7,201.761757796353,1
726,7,194.290894074511,1
727,7,151.510841536698,1
728,7,211.573299191761,1
729,7,219.563233694711,1
730,7,239.515986703205,1
731,7,211.940293606137,1
732,7,210.082675466637,1
733,7,250.584223217106,1
734,7,300.188051562039,1
735,7,211.018054144315,1
736,7,203.958160325371,1
737,7,255.378399883383,1
738,7,230.859525634948,1
739,7,319.98282308396,1
740,7,233.38452345761,1
741,7,231.528801570309,1
742,7,237.072739406097,1
743,7,267.961889913335,1
744,7,189.90782041099,1
745,7,252.998976631391,1
746,7,239.832808013906,1
747,7,284.160307947397,1
748,7,281.859864760411,1
749,7,301.324735750894,1
750,7,263.343924633847,1
751,7,265.479244203936,1
752,7,311.573940042479,1
753,7,291.028960755288,1
754,7,286.312207600149,1
755,7,309.810381813621,1
756,7,230.866280746849,1
757,8,1587.07637075738,1
758,8,568.905023716345,1
759,8,468.729474151395,1
760,8,467.341500398868,1
761,8,366.273514230528,1
762,8,288.067980216422,1
763,8,343.331709424703,1
764,8,368.626992768445,1
765,8,285.346242577324,1
766,8,318.862683935238,1
767,8,381.553177243594,1
768,8,318.252720762934,1
769,8,398.535550183904,1
770,8,257.308098231855,1
771,8,309.74673174722,1
772,8,,0
773,8,274.378748663198,1
774,8,268.410527854485,1
775,8,,0
776,8,303.001915165288,1
777,8,258.329959300371,1
778,8,335.985706449603,1
779,8,317.766253340381,1
780,8,260.776341333366,1
781,8,256.081160953892,1
782,8,239.594474919545,1
783,8,243.288831488205,1
784,8,,0
785,8,320.10307156376,1
786,8,323.016169580036,1
787,8,226.126309017944,1
788,8,223.952623814112,1
789,8,271.217446067244,1
790,8,258.430877618068,1
791,8,275.639564238323,1
792,8,278.330158507593,1
793,8,253.602227543564,1
794,8,253.655914096941,1
795,8,282.875303610762,1
796,8,296.267302662523,1
797,8,308.895331120871,1
798,8,274.399211896629,1
799,8,225.98261370185,1
800,8,250.575596757061,1
801,8,327.35065862327,1
802,8,289.136361496331,1
803,8,250.16477292062,1
804,8,307.668933808062,1
805,8,283.492216938906,1
806,8,257.101663627835,1
807,8,306.65053681572,1
808,8,283.049579400006,1
809,8,286.902860488598,1
810,8,322.868967290696,1
811,8,321.889857553439,1
812,8,267.82011919275,1
813,8,348.794338903266,1
814,8,276.332326156512,1
815,8,279.576067251235,1
816,8,293.147064554711,1
817,8,271.795310869978,1
818,8,227.513887266645,1
819,8,298.575169157063,1
820,8,289.139959738761,1
821,8,294.025143698927,1
822,8,267.771142413204,1
823,8,229.754382225878,1
824,8,298.494734475723,1
825,8,263.535259706815,1
826,8,247.933290583387,1
827,8,239.080061800654,1
828,8,225.891220260248,1
829,8,258.970100008604,1
830,8,243.566664543979,1
831,8,305.173710647249,1
832,8,278.746348630254,1
833,8,,0
834,8,262.16407668675,1
835,8,287.412388074018,1
836,8,236.993370270155,1
837,8,252.036739100729,1
838,8,255.090074746388,1
839,8,272.53776577876,1
840,8,265.087310950214,1
841,8,,0
842,8,259.026318982388,1
843,8,258.150041215282,1
844,8,222.054838584838,1
845,8,242.090143033203,1
846,8,283.335598116715,1
847,8,235.176672712363,1
848,8,241.130765111261,1
849,8,247.333269073515,1
850,8,170.51475591835,1
851,8,282.535129302558,1
852,8,218.259914023447,1
853,8,315.618943275401,1
854,8,358.239160400377,1
855,8,288.749191788218,1
856,8,297.300395939974,1
857,8,289.571508199983,1
858,8,276.10901614023,1
859,8,289.204755550086,1
860,8,332.170352109401,1
861,8,285.149436432248,1
862,8,560.659182353266,1
863,8,304.035341653449,1
864,8,252.173935019494,1
865,9,913.743830951912,1
866,9,716.891588368191,1
867,9,525.150230928183,1
868,9,444.0563491362,1
869,9,470.437463607378,1
870,9,481.968044890692,1
871,9,418.886591538273,1
872,9,486.934512995852,1
873,9,418.994578975891,1
874,9,440.080638887929,1
875,9,346.788378454147,1
876,9,426.966169874554,1
877,9,322.571098789537,1
878,9,262.096300660029,1
879,9,,0
880,9,289.876280973111,1
881,9,277.781751363213,1
882,9,231.468832497992,1
883,9,254.649493877481,1
884,9,305.230340914895,1
885,9,299.418945066019,1
886,9,267.03575917481,1
887,9,267.331402431185,1
888,9,295.978326926833,1
889,9,319.921721883247,1
890,9,293.258886302675,1
891,9,298.905423138059,1
892,9,264.445754269917,1
893,9,274.444427606034,1
894,9,280.517450296575,1
895,9,242.728980691625,1
896,9,239.415694028446,1
897,9,287.730184711686,1
898,9,268.358315997563,1
899,9,268.483826407462,1
900,9,274.998507176692,1
901,9,266.837430903069,1
902,9,260.764566584373,1
903,9,258.992913753378,1
904,9,261.413297445976,1
905,9,228.207098244548,1
906,9,241.705394552176,1
907,9,245.420984882066,1
908,9,204.776660128461,1
909,9,221.069621969243,1
910,9,315.597157754686,1
911,9,260.811743375208,1
912,9,268.880396809563,1
913,9,283.091462225002,1
914,9,263.068842987317,1
915,9,286.435236392514,1
916,9,297.503627534973,1
917,9,250.579309315344,1
918,9,277.309725940401,1
919,9,213.833608093339,1
920,9,250.195132390192,1
921,9,250.723671555162,1
922,9,250.33115753928,1
923,9,236.388104979082,1
924,9,222.717277885327,1
925,9,207.627383730328,1
926,9,,0
927,9,249.181276524533,1
928,9,253.718198226397,1
929,9,263.761658557959,1
930,9,260.043887105243,1
931,9,247.040925966922,1
932,9,282.184943557809,1
933,9,279.19324727927,1
934,9,278.267801556795,1
935,9,261.30392648912,1
936,9,244.884718065194,1
937,9,238.500405065925,1
938,9,240.619304028649,1
939,9,235.311857304197,1
940,9,258.009316719194,1
941,9,255.2354780619,1
942,9,239.783658311219,1
943,9,262.648581248119,1
944,9,218.947173328103,1
945,9,226.418932696202,1
946,9,252.107759780581,1
947,9,274.602237824292,1
948,9,263.963843885342,1
949,9,,0
950,9,265.042415733131,1
951,9,,0
952,9,322.659807890293,1
953,9,240.526889197698,1
954,9,278.328535584743,1
955,9,,0
956,9,282.16030969964,1
957,9,271.149070165929,1
958,9,265.459858976253,1
959,9,250.102246868093,1
960,9,270.940558831711,1
961,9,344.056547765184,1
962,9,276.185104712066,1
963,9,317.916594916647,1
964,9,330.675507389182,1
965,9,304.158050117261,1
966,9,327.880593746859,1
967,9,326.651069920897,1
968,9,358.669035271334,1
969,9,365.910879676404,1
970,9,330.776635294755,1
971,9,301.42117253471,1
972,9,308.524329049642,1
973,10,606.746211373901,1
974,10,564.326391526663,1
975,10,579.314881523194,1
976,10,493.815468098124,1
977,10,424.465143444004,1
978,10,493.160980085133,1
979,10,512.436293883047,1
980,10,471.875437749022,1
981,10,481.720129478203,1
982,10,422.714752815177,1
983,10,485.811909988333,1
984,10,527.822324894555,1
985,10,389.27185892261,1
986,10,388.021690859016,1
987,10,390.086007132515,1
988,10,320.39355000787,1
989,10,268.338332257861,1
990,10,276.095051805499,1
991,10,230.462866853042,1
992,10,271.737965625617,1
993,10,249.052634469213,1
994,10,261.342971003863,1
995,10,291.286690465983,1
996,10,319.080798702306,1
997,10,358.472186440438,1
998,10,293.545164030152,1
999,10,281.32278164148,1
1000,10,287.028815680064,1
1001,10,255.605848768514,1
1002,10,298.903502449193,1
1003,10,257.655240247491,1
1004,10,235.746563541719,1
1005,10,277.921452561487,1
1006,10,295.133085865711,1
1007,10,249.50732712714,1
1008,10,250.422197400689,1
1009,10,274.710579425177,1
1010,10,307.256316249541,1
1011,10,282.383100549605,1
1012,10,289.992096021571,1
1013,10,371.853833843765,1
1014,10,333.204142438282,1
1015,10,310.797361364398,1
1016,10,265.866498853106,1
1017,10,280.271199654866,1
1018,10,280.56891016081,1
1019,10,317.131243019681,1
1020,10,319.706129561048,1
1021,10,285.444446918936,1
1022,10,270.490913649084,1
1023,10,245.459028554763,1
1024,10,235.737983053641,1
1025,10,299.748500136946,1
1026,10,269.428446648342,1
1027,10,262.218647379334,1
1028,10,308.213578422948,1
1029,10,304.365948818975,1
1030,10,303.210067653046,1
1031,10,253.871229508053,1
1032,10,272.532858870346,1
1033,10,265.572987825205,1
1034,10,269.316143819177,1
1035,10,265.48744610611,1
1036,10,263.950012857608,1
1037,10,287.957157066125,1
1038,10,292.542229488656,1
1039,10,282.552656027993,1
1040,10,311.965596896071,1
1041,10,260.736439681764,1
1042,10,342.323503540232,1
1043,10,315.122777465839,1
1044,10,287.834567580195,1
1045,10,281.372505438686,1
1046,10,255.6031024437,1
1047,10,257.264401855177,1
1048,10,287.67775609083,1
1049,10,220.875309866796,1
1050,10,247.30797260497,1
1051,10,254.1283173031,1
1052,10,212.852043199677,1
1053,10,255.410466290724,1
1054,10,230.769299010903,1
1055,10,246.343564037155,1
1056,10,258.602255144047,1
1057,10,,0
1058,10,226.208259074979,1
1059,10,214.302467103102,1
1060,10,207.620346270591,1
1061,10,239.508066649459,1
1062,10,182.931772356747,1
1063,10,208.316570492508,1
1064,10,245.809262855562,1
1065,10,212.649256021433,1
1066,10,230.814856791527,1
1067,10,253.485751658308,1
1068,10,281.122606071029,1
1069,10,252.268106641463,1
1070,10,221.406855796026,1
1071,10,240.266291633536,1
1072,10,259.408052293501,1
1073,10,270.490622269823,1
1074,10,273.581828821051,1
1075,10,282.622793773729,1
1076,10,292.971087749549,1
1077,10,332.083243316287,1
1078,10,276.551757633342,1
1079,10,313.4532689872,1
1080,10,258.098308321651,1
